ID_register,ID_sp,Group,order,family,genus,binomial,body_mass,body_length,tail_length,forearm,age,sex,reproductive_stage,status,longitude,latitude,year,collector_name
15534,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,20,NA,NA,43.7,adult,male,NA,alive,-56.733333,-20.616667,2016,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15535,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,18,NA,NA,42.9,juvenile,male,NA,dead,-56.733333,-20.616667,2016,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15536,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,24,NA,NA,42.5,adult,female,pregnant,alive,-56.733333,-20.616667,2016,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15537,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,17.5,NA,NA,43.1,adult,female,pregnant,alive,-56.733333,-20.616667,2016,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15538,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,26,NA,NA,44.3,adult,female,pregnant,alive,-56.733333,-20.616667,2016,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15539,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,24,NA,NA,45.9,adult,female,pregnant,alive,-56.733333,-20.616667,2016,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15540,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,24.5,NA,NA,43.6,adult,female,pregnant,alive,-56.733333,-20.616667,2016,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15541,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,24.8,NA,NA,43,adult,female,pregnant,alive,-56.733333,-20.616667,2016,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15542,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,16.5,NA,NA,43,adult,female,pregnant,alive,-56.733333,-20.616667,2016,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15543,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,18,NA,NA,43.8,adult,female,pregnant,alive,-56.733333,-20.616667,2016,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15544,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,20,NA,NA,41.8,adult,female,NA,dead,-56.733333,-20.616667,2016,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15545,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,19,NA,NA,43.9,adult,male,NA,alive,-56.733333,-20.616667,2016,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15546,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,20,NA,NA,40.8,adult,male,NA,alive,-56.733333,-20.616667,2016,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15547,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,23,NA,NA,43.1,adult,male,NA,alive,-56.733333,-20.616667,2016,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15548,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,25,NA,NA,42.6,adult,female,NA,dead,-56.733333,-20.616667,2016,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15549,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,27,NA,NA,43.1,adult,male,NA,alive,-56.733333,-20.616667,2016,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15550,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,19,NA,NA,42.7,adult,female,NA,alive,-56.733333,-20.616667,2016,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15551,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,23,NA,NA,42.9,adult,male,NA,alive,-56.733333,-20.616667,2016,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15552,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,19,NA,NA,42.3,adult,female,NA,alive,-56.733333,-20.616667,2016,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15553,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,20,NA,NA,41.6,adult,male,NA,alive,-56.733333,-20.616667,2016,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15554,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,15,NA,NA,41.7,juvenile,female,NA,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15555,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,25,NA,NA,43.7,adult,female,pregnant,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15556,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,25,NA,NA,43,adult,female,pregnant,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15557,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,22,NA,NA,42,adult,female,pregnant,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15558,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,25,NA,NA,33.85,adult,female,pregnant,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15559,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,22,NA,NA,43.01,adult,male,NA,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15560,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,15,NA,NA,42.4,adult,female,pregnant,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15561,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,19,NA,NA,43,adult,male,NA,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15562,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,20,NA,NA,43,adult,female,pregnant,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15563,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,20,NA,NA,41.4,juvenile,male,NA,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15564,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,27,NA,NA,40,adult,female,pregnant,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15565,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,28,NA,NA,44.85,adult,female,pregnant,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15566,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,28,NA,NA,43.5,adult,female,pregnant,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15567,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,16,NA,NA,40,juvenile,male,NA,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15568,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,17,NA,NA,43.8,juvenile,male,NA,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15569,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,20,NA,NA,44.6,adult,male,NA,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15570,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,25,NA,NA,43,adult,female,pregnant,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15571,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,26,NA,NA,43,adult,male,NA,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15572,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,23,NA,NA,43.04,adult,female,pregnant,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15573,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,18,NA,NA,41.8,juvenile,male,NA,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15574,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,23,NA,NA,44.45,adult,female,pregnant,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15575,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,21,NA,NA,44.08,adult,female,pregnant,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15576,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,20,NA,NA,44.5,adult,male,NA,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15577,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,18,NA,NA,44.7,juvenile,male,NA,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15578,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,20,NA,NA,42.95,adult,female,pregnant,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15579,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,25,NA,NA,42.45,adult,male,NA,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15580,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,20,NA,NA,43.4,adult,female,pregnant,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15581,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,25,NA,NA,44.4,adult,female,pregnant,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15582,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,20,NA,NA,44.7,adult,female,pregnant,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15583,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,23,NA,NA,43.75,adult,male,NA,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15584,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,13,NA,NA,42.4,adult,male,NA,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15585,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,20,NA,NA,43.8,adult,female,pregnant,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15586,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,20,NA,NA,43,adult,female,pregnant,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15587,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,25,NA,NA,41.4,adult,female,pregnant,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15588,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,20,NA,NA,41.9,adult,female,pregnant,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15589,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,19,NA,NA,41.7,adult,female,pregnant,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15590,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,25,NA,NA,42,adult,female,pregnant,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15591,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,22,NA,NA,42.6,adult,female,pregnant,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15592,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,19,NA,NA,41.3,adult,female,pregnant,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15593,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,20,NA,NA,44.3,adult,female,pregnant,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15594,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,24,NA,NA,43.7,adult,female,pregnant,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15595,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,21,NA,NA,43.6,adult,female,pregnant,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15596,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,49,NA,NA,51,adult,male,NA,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15597,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,20,NA,NA,42.7,adult,female,pregnant,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15598,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,19,NA,NA,43.8,adult,female,pregnant,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15599,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,22,NA,NA,42,adult,female,pregnant,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15600,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,20,NA,NA,43.3,adult,female,pregnant,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15601,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,20,NA,NA,43.35,adult,female,pregnant,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15602,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,19,NA,NA,44,adult,male,NA,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15603,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,23,NA,NA,42.4,adult,female,pregnant,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15604,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,17,NA,NA,44.4,adult,male,NA,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15605,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,25,NA,NA,42.5,juvenile,male,NA,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15606,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,12,NA,NA,42.5,adult,female,pregnant,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15607,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,18,NA,NA,43.4,juvenile,female,NA,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15608,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,22,NA,NA,44.6,adult,female,pregnant,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15609,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,20,NA,NA,41.4,juvenile,female,NA,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15610,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,20,NA,NA,46,adult,female,pregnant,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15611,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,20,NA,NA,42.25,adult,female,pregnant,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15612,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,20,NA,NA,43.1,adult,male,NA,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15613,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,16,NA,NA,42,adult,female,pregnant,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15614,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,20,NA,NA,41.85,adult,female,pregnant,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15615,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,19,NA,NA,40.8,adult,female,pregnant,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15616,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,15,NA,NA,43,adult,female,pregnant,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15617,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,22,NA,NA,43.55,adult,male,NA,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15618,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,15,NA,NA,43,adult,female,pregnant,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15619,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,29,NA,NA,43,adult,female,pregnant,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15620,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,19,NA,NA,44,adult,male,NA,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15621,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,20,NA,NA,43.55,adult,male,NA,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15622,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,20,NA,NA,42.5,adult,male,NA,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15623,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,23,NA,NA,42.4,adult,female,pregnant,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15624,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,20,NA,NA,43,adult,female,pregnant,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15625,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,7,NA,NA,45,juvenile,male,NA,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15626,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,23,NA,NA,42,adult,male,NA,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15627,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,20,NA,NA,42.7,juvenile,male,NA,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15628,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,22,NA,NA,42,adult,female,pregnant,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15629,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,24,NA,NA,42,adult,female,pregnant,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15630,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,25,NA,NA,43.2,juvenile,male,NA,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15631,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,22,NA,NA,43.4,adult,female,pregnant,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15632,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,22,NA,NA,45,adult,female,pregnant,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15633,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,20,NA,NA,43.7,adult,female,pregnant,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15634,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,17,NA,NA,44,adult,female,pregnant,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15635,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,24,NA,NA,44,adult,female,pregnant,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15636,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,25,NA,NA,42.7,adult,female,pregnant,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15637,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,24,NA,NA,42.4,adult,female,pregnant,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15638,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,24,NA,NA,42.8,adult,male,NA,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15639,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,26,NA,NA,44,adult,female,pregnant,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15640,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,24,NA,NA,43.5,juvenile,male,NA,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15641,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,20,NA,NA,42.7,adult,female,pregnant,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15642,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,25,NA,NA,42.2,adult,female,pregnant,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15643,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,20,NA,NA,42,adult,female,pregnant,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15644,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,24,NA,NA,45.4,adult,female,pregnant,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15645,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,20,NA,NA,43.05,adult,male,NA,dead,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15646,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,22,NA,NA,43,adult,male,NA,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15647,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,22,NA,NA,41.8,juvenile,male,NA,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15648,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,20,NA,NA,41.5,adult,female,pregnant,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15649,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,24,NA,NA,43.75,adult,male,NA,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15650,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,20,NA,NA,43.3,adult,female,pregnant,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15651,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,20,NA,NA,44,adult,female,pregnant,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15652,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,21,NA,NA,43.5,adult,male,NA,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15653,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,20,NA,NA,41.7,adult,female,pregnant,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15654,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,15,NA,NA,41.65,adult,female,pregnant,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15655,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,19,NA,NA,43.2,adult,female,pregnant,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15656,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,21,NA,NA,44,adult,male,NA,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15657,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,24,NA,NA,44.9,adult,female,pregnant,alive,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15658,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,18,NA,NA,43.2,adult,female,pregnant,dead,-56.733333,-20.616667,2017,"A.Erikson, M.Silveira, C.F.Santos, E.Fischer"
15659,64,Bats,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,34,NA,NA,45.1,adult,female,pregnant,alive,-47.927904,-25.086371,2007,Lucas de Almeida Alves
