"Code","Class","Order","Suborder","Family","Subfamily","Genus","Species","SpeciesEpithet","Seeds","Fruits","Leaves","Flowers","Nectar","Insects","Arachnids","Centipedes","Fishes","Amphibians","Reptiles","Birds","Mammals"
"YAN070117002","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Scotophilus","tandrefana","Scotophilus_tandrefana",0,0,0,0,0,2,2,2,0,0,0,0,0
"YAN070117003","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Scotophilus","marovaza","Scotophilus_marovaza",0,0,0,0,0,2,2,2,0,0,0,0,0
"YAN070117004","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Scotophilus","leucogaster","Scotophilus_leucogaster",0,0,0,0,0,2,0,0,0,0,0,0,0
"YAN070117005","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Scotophilus","altilis","Scotophilus_altilis",0,0,0,0,0,2,2,2,0,0,0,0,0
"YAN070117006","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Scotophilus","robustus","Scotophilus_robustus",0,0,0,0,0,2,1,0,0,0,0,0,0
"YAN070117007","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Scotophilus","borbonicus","Scotophilus_borbonicus",0,0,0,0,0,2,2,2,0,0,0,0,0
"YAN070117008","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Scotophilus","viridis","Scotophilus_viridis",0,0,0,0,0,2,0,0,0,0,0,0,0
"YAN070117009","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Scotophilus","ejetai","Scotophilus_ejetai",0,0,0,0,0,2,2,2,0,0,0,0,0
"YAN070117010","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Scotophilus","nigrita","Scotophilus_nigrita",0,0,0,0,0,2,2,2,NA,NA,NA,NA,NA
"YAN070117011","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Scotophilus","nucella","Scotophilus_nucella",0,0,0,0,0,2,2,2,0,0,0,0,0
"YAN070117012","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Scotophilus","andrewreborii","Scotophilus_andrewreborii",0,0,0,0,0,2,2,2,0,0,0,0,0
"YAN070117013","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Scotophilus","nigritellus","Scotophilus_nigritellus",0,0,0,0,0,2,2,2,0,0,0,0,0
"YAN070117014","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Scotophilus","livingstonii","Scotophilus_livingstonii",0,0,0,0,0,2,2,2,0,0,0,0,0
"YAN070117015","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Scotophilus","trujilloi","Scotophilus_trujilloi",0,0,0,0,0,2,2,2,0,0,0,0,0
"YAN070117016","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Scotophilus","dinganii","Scotophilus_dinganii",0,0,0,0,0,2,0,0,0,0,0,0,0
"YAN070117017","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Vespertilioninae","Scotophilus","colias","Scotophilus_colias",0,0,0,0,0,2,2,2,0,0,0,0,0
"YAN070201001","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Kerivoulinae","Kerivoula","lanosa","Kerivoula_lanosa",0,0,0,0,0,2,2,2,0,0,0,0,0
"YAN070201002","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Kerivoulinae","Kerivoula","eriophora","Kerivoula_eriophora",0,0,0,0,0,2,2,2,0,0,0,0,0
"YAN070201003","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Kerivoulinae","Kerivoula","africana","Kerivoula_africana",0,0,0,0,0,2,2,2,0,0,0,0,0
"YAN070201004","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Kerivoulinae","Kerivoula","smithii","Kerivoula_smithii",0,0,0,0,0,2,2,2,0,0,0,0,0
"YAN070201005","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Kerivoulinae","Kerivoula","cuprosa","Kerivoula_cuprosa",0,0,0,0,0,2,2,2,0,0,0,0,0
"YAN070201006","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Kerivoulinae","Kerivoula","phalaena","Kerivoula_phalaena",0,0,0,0,0,2,2,2,0,0,0,0,0
"YAN070201007","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Kerivoulinae","Kerivoula","argentata","Kerivoula_argentata",0,0,0,0,0,2,2,2,0,0,0,0,0
"YAN070301001","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Myotinae","Myotis","emarginatus","Myotis_emarginatus",0,0,0,0,0,2,2,0,0,0,0,0,0
"YAN070301002","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Myotinae","Myotis","tricolor","Myotis_tricolor",0,0,0,0,0,2,0,0,0,0,0,0,0
"YAN070301003","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Myotinae","Myotis","welwitschii","Myotis_welwitschii",0,0,0,0,0,2,0,0,0,0,0,0,0
"YAN070301004","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Myotinae","Myotis","scotti","Myotis_scotti",0,0,0,0,0,2,0,0,0,0,0,0,0
"YAN070301005","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Myotinae","Myotis","morrisi","Myotis_morrisi",0,0,0,0,0,2,2,2,0,0,0,0,0
"YAN070301006","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Myotinae","Myotis","bocagii","Myotis_bocagii",0,0,0,0,0,2,0,0,0,0,0,0,0
"YAN070301007","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Myotinae","Myotis","goudoti","Myotis_goudotii",0,0,0,0,0,2,2,0,0,0,0,0,0
"YAN070301008","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Myotinae","Myotis","anjouanensis","Myotis_anjouanensis",0,0,0,0,0,2,2,2,0,0,0,0,0
"YAN070301009","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Myotinae","Myotis","dieteri","Myotis_dieteri",0,0,0,0,0,2,2,2,0,0,0,0,0
"YAN070301010","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Myotinae","Myotis","mystacinus","Myotis_mystacinus",0,0,0,0,0,2,1,0,0,0,0,0,0
"YAN070301011","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Myotinae","Myotis","capaccinii","Myotis_capaccinii",0,0,0,0,0,2,2,2,1,0,0,0,0
"YAN070301012","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Myotinae","Myotis","punicus","Myotis_punicus",0,0,0,0,0,2,1,0,0,0,0,0,0
"YAN070301013","Mammalia","Chiroptera","Yangochiroptera","Vespertilionidae","Myotinae","Myotis","zenatius","Myotis_zenatius",0,0,0,0,0,2,2,2,0,0,0,0,0
