Binomial.1.2,Order.1.2,Family.1.2,Genus.1.2,Species.1.2,taxon_name,Terrestrial,Marine,Freshwater,Aerial,Life.Habit.Method,Life.Habit.Source,Mass.g,Mass.Method,Mass.Source,Mass.Comparison,Mass.Comparison.Source,Island.Endemicity,IUCN.Status.1.2,Added.IUCN.Status.1.2,Diet.Plant,Diet.Vertebrate,Diet.Invertebrate,Diet.Method,Diet.Source
Scotonycteris_ophiodon,Chiroptera,Pteropodidae,Scotonycteris,ophiodon,Scotonycteris ophiodon,0,0,0,1,Taxonomic,PHYLACINE 1.2,67.5,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,NT,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Scotonycteris_zenkeri,Chiroptera,Pteropodidae,Scotonycteris,zenkeri,Scotonycteris zenkeri,0,0,0,1,Taxonomic,PHYLACINE 1.2,20.8,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Scotophilus_borbonicus,Chiroptera,Vespertilionidae,Scotophilus,borbonicus,Scotophilus borbonicus,0,0,0,1,Taxonomic,PHYLACINE 1.2,18,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs only on isolated islands,DD,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Scotophilus_celebensis,Chiroptera,Vespertilionidae,Scotophilus,celebensis,Scotophilus celebensis,0,0,0,1,Taxonomic,PHYLACINE 1.2,29.5,Assumed isometric based on forearm length,Bulletin of the American Musem of Natural History 80: 221-297 (1942),Scotophilus_heathii,Bulletin of the American Musem of Natural History 80: 221-297 (1942),Occurs only on isolated islands,DD,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Scotophilus_collinus,Chiroptera,Vespertilionidae,Scotophilus,collinus,Scotophilus collinus,0,0,0,1,Taxonomic,PHYLACINE 1.2,23.4,Assumed isometric based on forearm length,Bulletin of the American Musem of Natural History 80: 221-297 (1942),Scotophilus_kuhlii 000 Listed as Scotophilus_temminckii_temminckii,Bulletin of the American Musem of Natural History 80: 221-297 (1942),Occurs on large land bridge islands,LC,No,0,0,100,Transformed 000 Genus,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930."
Scotophilus_dinganii,Chiroptera,Vespertilionidae,Scotophilus,dinganii,Scotophilus dinganii,0,0,0,1,Taxonomic,PHYLACINE 1.2,25.1,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Scotophilus_heathii,Chiroptera,Vespertilionidae,Scotophilus,heathii,Scotophilus heathii,0,0,0,1,Taxonomic,PHYLACINE 1.2,34.6,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Scotophilus_kuhlii,Chiroptera,Vespertilionidae,Scotophilus,kuhlii,Scotophilus kuhlii,0,0,0,1,Taxonomic,PHYLACINE 1.2,20.7,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Scotophilus_leucogaster,Chiroptera,Vespertilionidae,Scotophilus,leucogaster,Scotophilus leucogaster,0,0,0,1,Taxonomic,PHYLACINE 1.2,20.2,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Scotophilus_marovaza,Chiroptera,Vespertilionidae,Scotophilus,marovaza,Scotophilus marovaza,0,0,0,1,Taxonomic,PHYLACINE 1.2,14.2,Reported,Acta Chiropterologica 8: 21-37 (2006),NA,NA,Occurs only on isolated islands,LC,No,0,0,100,Transformed 000 Genus,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930."
Scotophilus_nigrita,Chiroptera,Vespertilionidae,Scotophilus,nigrita,Scotophilus nigrita,0,0,0,1,Taxonomic,PHYLACINE 1.2,101,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Scotophilus_nucella,Chiroptera,Vespertilionidae,Scotophilus,nucella,Scotophilus nucella,0,0,0,1,Taxonomic,PHYLACINE 1.2,21,Reported,Zoosystema 27: 867-882 (2005),NA,NA,Occurs on mainland,DD,No,0,0,100,Transformed 000 Genus,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930."
Scotophilus_nux,Chiroptera,Vespertilionidae,Scotophilus,nux,Scotophilus nux,0,0,0,1,Taxonomic,PHYLACINE 1.2,30,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Scotophilus_robustus,Chiroptera,Vespertilionidae,Scotophilus,robustus,Scotophilus robustus,0,0,0,1,Taxonomic,PHYLACINE 1.2,44.8,Reported,Garbutt N. Mammals of Madagascar a Complete Guide (2007),NA,NA,Occurs only on isolated islands,LC,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Scotophilus_tandrefana,Chiroptera,Vespertilionidae,Scotophilus,tandrefana,Scotophilus tandrefana,0,0,0,1,Taxonomic,PHYLACINE 1.2,14.2,Reported,Garbutt N. Mammals of Madagascar a Complete Guide (2007),NA,NA,Occurs only on isolated islands,DD,No,0,0,100,Transformed 000 Genus,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930."
Scotophilus_viridis,Chiroptera,Vespertilionidae,Scotophilus,viridis,Scotophilus viridis,0,0,0,1,Taxonomic,PHYLACINE 1.2,19.6,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Scotorepens_balstoni,Chiroptera,Vespertilionidae,Scotorepens,balstoni,Scotorepens balstoni,0,0,0,1,Taxonomic,PHYLACINE 1.2,11.7,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Scotorepens_greyii,Chiroptera,Vespertilionidae,Scotorepens,greyii,Scotorepens greyii,0,0,0,1,Taxonomic,PHYLACINE 1.2,10,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Scotorepens_orion,Chiroptera,Vespertilionidae,Scotorepens,orion,Scotorepens orion,0,0,0,1,Taxonomic,PHYLACINE 1.2,11,Reported,"Van Dyck S, Straham R. The Mammals of Australia Third edition (2008)",NA,NA,Occurs on mainland,LC,No,0,0,100,Transformed 000 Genus,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930."
Scotorepens_sanborni,Chiroptera,Vespertilionidae,Scotorepens,sanborni,Scotorepens sanborni,0,0,0,1,Taxonomic,PHYLACINE 1.2,8,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Scotozous_dormeri,Chiroptera,Vespertilionidae,Scotozous,dormeri,Scotozous dormeri,0,0,0,1,Taxonomic,PHYLACINE 1.2,6.9,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Sphaerias_blanfordi,Chiroptera,Pteropodidae,Sphaerias,blanfordi,Sphaerias blanfordi,0,0,0,1,Taxonomic,PHYLACINE 1.2,28.2,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,100,0,0,Transformed 000 Species,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930."
Sphaeronycteris_toxophyllum,Chiroptera,Phyllostomidae,Sphaeronycteris,toxophyllum,Sphaeronycteris toxophyllum,0,0,0,1,Taxonomic,PHYLACINE 1.2,16.2,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,DD,No,100,0,0,Transformed 000 Species,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930."
Stenoderma_rufum,Chiroptera,Phyllostomidae,Stenoderma,rufum,Stenoderma rufum,0,0,0,1,Taxonomic,PHYLACINE 1.2,20.7,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs only on isolated islands,NT,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Sturnira_aratathomasi,Chiroptera,Phyllostomidae,Sturnira,aratathomasi,Sturnira aratathomasi,0,0,0,1,Taxonomic,PHYLACINE 1.2,48.6,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Sturnira_bidens,Chiroptera,Phyllostomidae,Sturnira,bidens,Sturnira bidens,0,0,0,1,Taxonomic,PHYLACINE 1.2,17.6,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Sturnira_bogotensis,Chiroptera,Phyllostomidae,Sturnira,bogotensis,Sturnira bogotensis,0,0,0,1,Taxonomic,PHYLACINE 1.2,20.8,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Sturnira_erythromos,Chiroptera,Phyllostomidae,Sturnira,erythromos,Sturnira erythromos,0,0,0,1,Taxonomic,PHYLACINE 1.2,15.1,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Sturnira_koopmanhilli,Chiroptera,Phyllostomidae,Sturnira,koopmanhilli,Sturnira koopmanhilli,0,0,0,1,Taxonomic,PHYLACINE 1.2,21.7,Imputed,PHYLACINE 1.2,NA,NA,Occurs on mainland,DD,No,100,0,0,Imputed 000 Species,PHYLACINE 1.2
Sturnira_lilium,Chiroptera,Phyllostomidae,Sturnira,lilium,Sturnira lilium,0,0,0,1,Taxonomic,PHYLACINE 1.2,19.1,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Sturnira_ludovici,Chiroptera,Phyllostomidae,Sturnira,ludovici,Sturnira ludovici,0,0,0,1,Taxonomic,PHYLACINE 1.2,21,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Sturnira_luisi,Chiroptera,Phyllostomidae,Sturnira,luisi,Sturnira luisi,0,0,0,1,Taxonomic,PHYLACINE 1.2,21,Reported,Reid FA. A field guide to the Mammals of Central America and South East Mexico (2009),NA,NA,Occurs on mainland,LC,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Sturnira_magna,Chiroptera,Phyllostomidae,Sturnira,magna,Sturnira magna,0,0,0,1,Taxonomic,PHYLACINE 1.2,48.6,Assumed isometric based on forearm length,Mammalian Species 240: 1-4 (1985),Sturnira_aratathomasi,Mammalian Species 240: 1-4 (1985),Occurs on mainland,LC,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Sturnira_mistratensis,Chiroptera,Phyllostomidae,Sturnira,mistratensis,Sturnira mistratensis,0,0,0,1,Taxonomic,PHYLACINE 1.2,20.1,Assumed isometric based on forearm length,Gardner Al. Mammals of South America Volume 1 Marsupial Shrews and Bats (2008),Sturnira_bogotensis,"Eisenberg JF, Redford KH Mammals of the Neotropics (Volume 3 ): The Central Neotropics: Ecuador, Peru, Bolivia, Brazil (2000)",Occurs on mainland,DD,No,100,0,0,Transformed 000 Species,"Gainsbury, A. M., et al. 2018. An updated global data set for diet preferences in terrestrial mammals: testing the validity of extrapolation. Mammal Review, 1-8."
Sturnira_mordax,Chiroptera,Phyllostomidae,Sturnira,mordax,Sturnira mordax,0,0,0,1,Taxonomic,PHYLACINE 1.2,25.1,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,NT,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Sturnira_nana,Chiroptera,Phyllostomidae,Sturnira,nana,Sturnira nana,0,0,0,1,Taxonomic,PHYLACINE 1.2,10.9,Assumed isometric based on forearm length,"Eisenberg JF, Redford KH Mammals of the Neotropics (Volume 3 ): The Central Neotropics: Ecuador, Peru, Bolivia, Brazil (2000)",Sturnira_erythromos,"Eisenberg JF, Redford KH Mammals of the Neotropics (Volume 3 ): The Central Neotropics: Ecuador, Peru, Bolivia, Brazil (2000)",Occurs on mainland,EN,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Sturnira_oporaphilum,Chiroptera,Phyllostomidae,Sturnira,oporaphilum,Sturnira oporaphilum,0,0,0,1,Taxonomic,PHYLACINE 1.2,26.5,Reported,"Eisenberg JF, Redford KH Mammals of the Neotropics (Volume 3 ): The Central Neotropics: Ecuador, Peru, Bolivia, Brazil (2000)",NA,NA,Occurs on mainland,LC,No,100,0,0,Transformed 000 Genus,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930."
Sturnira_perla,Chiroptera,Phyllostomidae,Sturnira,perla,Sturnira perla,0,0,0,1,Taxonomic,PHYLACINE 1.2,21.7,Imputed,PHYLACINE 1.2,NA,NA,Occurs on mainland,DD,No,100,0,0,Imputed 000 Species,PHYLACINE 1.2
Sturnira_sorianoi,Chiroptera,Phyllostomidae,Sturnira,sorianoi,Sturnira sorianoi,0,0,0,1,Taxonomic,PHYLACINE 1.2,19.1,Reported,Journal of Mammalogy 86: 866-872 (2005),NA,NA,Occurs on mainland,DD,No,100,0,0,Transformed 000 Genus,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930."
Sturnira_tildae,Chiroptera,Phyllostomidae,Sturnira,tildae,Sturnira tildae,0,0,0,1,Taxonomic,PHYLACINE 1.2,24,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Styloctenium_mindorensis,Chiroptera,Pteropodidae,Styloctenium,mindorensis,Styloctenium mindorensis,0,0,0,1,Taxonomic,PHYLACINE 1.2,212,Reported,Journal of Mammalogy 86: 951-958 (2007),NA,NA,Occurs only on isolated islands,DD,No,100,0,0,Imputed 000 Species,PHYLACINE 1.2
Styloctenium_wallacei,Chiroptera,Pteropodidae,Styloctenium,wallacei,Styloctenium wallacei,0,0,0,1,Taxonomic,PHYLACINE 1.2,173,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs only on isolated islands,NT,No,100,0,0,Imputed 000 Species,PHYLACINE 1.2
Syconycteris_australis,Chiroptera,Pteropodidae,Syconycteris,australis,Syconycteris australis,0,0,0,1,Taxonomic,PHYLACINE 1.2,17.1,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Syconycteris_carolinae,Chiroptera,Pteropodidae,Syconycteris,carolinae,Syconycteris carolinae,0,0,0,1,Taxonomic,PHYLACINE 1.2,39,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs only on isolated islands,VU,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Syconycteris_hobbit,Chiroptera,Pteropodidae,Syconycteris,hobbit,Syconycteris hobbit,0,0,0,1,Taxonomic,PHYLACINE 1.2,18.3,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on large land bridge islands,LC,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Tadarida_aegyptiaca,Chiroptera,Molossidae,Tadarida,aegyptiaca,Tadarida aegyptiaca,0,0,0,1,Taxonomic,PHYLACINE 1.2,16.8,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
