Binomial.1.2,Order.1.2,Family.1.2,Genus.1.2,Species.1.2,taxon_name,Terrestrial,Marine,Freshwater,Aerial,Life.Habit.Method,Life.Habit.Source,Mass.g,Mass.Method,Mass.Source,Mass.Comparison,Mass.Comparison.Source,Island.Endemicity,IUCN.Status.1.2,Added.IUCN.Status.1.2,Diet.Plant,Diet.Vertebrate,Diet.Invertebrate,Diet.Method,Diet.Source
Hipposideros_bicolor,Chiroptera,Hipposideridae,Hipposideros,bicolor,Hipposideros bicolor,0,0,0,1,Taxonomic,PHYLACINE 1.2,7.6,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Hipposideros_boeadii,Chiroptera,Hipposideridae,Hipposideros,boeadii,Hipposideros boeadii,0,0,0,1,Taxonomic,PHYLACINE 1.2,7.7,Reported,Acta Chiropterologica 9: 13-26 (2007),NA,NA,Occurs only on isolated islands,DD,No,0,0,100,Transformed 000 Genus,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930."
Hipposideros_breviceps,Chiroptera,Hipposideridae,Hipposideros,breviceps,Hipposideros breviceps,0,0,0,1,Taxonomic,PHYLACINE 1.2,7.2,Assumed isometric based on forearm length,Bulletin of the British Museum. Zoology 11:1-129 (1963),Hipposideros_beatus,Bulletin of the British Museum. Zoology 11:1-129 (1963),Occurs only on isolated islands,DD,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Hipposideros_caffer,Chiroptera,Hipposideridae,Hipposideros,caffer,Hipposideros caffer,0,0,0,1,Taxonomic,PHYLACINE 1.2,9.4,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Hipposideros_calcaratus,Chiroptera,Hipposideridae,Hipposideros,calcaratus,Hipposideros calcaratus,0,0,0,1,Taxonomic,PHYLACINE 1.2,11.4,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on large land bridge islands,LC,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Hipposideros_camerunensis,Chiroptera,Hipposideridae,Hipposideros,camerunensis,Hipposideros camerunensis,0,0,0,1,Taxonomic,PHYLACINE 1.2,52.7,Reported,Mammalian Species 763: 1-7 (2005),NA,NA,Occurs on mainland,DD,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Hipposideros_cervinus,Chiroptera,Hipposideridae,Hipposideros,cervinus,Hipposideros cervinus,0,0,0,1,Taxonomic,PHYLACINE 1.2,9.3,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Hipposideros_cineraceus,Chiroptera,Hipposideridae,Hipposideros,cineraceus,Hipposideros cineraceus,0,0,0,1,Taxonomic,PHYLACINE 1.2,4.7,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Hipposideros_commersoni,Chiroptera,Hipposideridae,Hipposideros,commersoni,Hipposideros commersoni,0,0,0,1,Taxonomic,PHYLACINE 1.2,99.1,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs only on isolated islands,NT,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Hipposideros_coronatus,Chiroptera,Hipposideridae,Hipposideros,coronatus,Hipposideros coronatus,0,0,0,1,Taxonomic,PHYLACINE 1.2,9.5,Reported,Synapsis of Philippine Mammals. archive.fieldmuseum.org,NA,NA,Occurs only on isolated islands,DD,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Hipposideros_corynophyllus,Chiroptera,Hipposideridae,Hipposideros,corynophyllus,Hipposideros corynophyllus,0,0,0,1,Taxonomic,PHYLACINE 1.2,14.5,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on large land bridge islands,DD,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Hipposideros_coxi,Chiroptera,Hipposideridae,Hipposideros,coxi,Hipposideros coxi,0,0,0,1,Taxonomic,PHYLACINE 1.2,9.3,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on large land bridge islands,EN,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Hipposideros_crumeniferus,Chiroptera,Hipposideridae,Hipposideros,crumeniferus,Hipposideros crumeniferus,0,0,0,1,Taxonomic,PHYLACINE 1.2,9.3,As relative of suggested similar size,Type specimen is lost and following IUCN it may be identical to this speces,Hipposideros_cervinus,NA,Occurs only on isolated islands,DD,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Hipposideros_curtus,Chiroptera,Hipposideridae,Hipposideros,curtus,Hipposideros curtus,0,0,0,1,Taxonomic,PHYLACINE 1.2,7.5,Assumed isometric based on forearm length,Bulletin of the British Museum. Zoology 11:1-129 (1963),Hipposideros_beatus,Bulletin of the British Museum. Zoology 11:1-129 (1963),Occurs on mainland,VU,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Hipposideros_cyclops,Chiroptera,Hipposideridae,Hipposideros,cyclops,Hipposideros cyclops,0,0,0,1,Taxonomic,PHYLACINE 1.2,33.5,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Hipposideros_demissus,Chiroptera,Hipposideridae,Hipposideros,demissus,Hipposideros demissus,0,0,0,1,Taxonomic,PHYLACINE 1.2,24.9,Reported,Flannery TM. Mammals of the South West Pacific & Moluccan Islands (1994),NA,NA,Occurs only on isolated islands,VU,No,0,0,100,Transformed 000 Genus,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930."
Hipposideros_diadema,Chiroptera,Hipposideridae,Hipposideros,diadema,Hipposideros diadema,0,0,0,1,Taxonomic,PHYLACINE 1.2,43.8,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Hipposideros_dinops,Chiroptera,Hipposideridae,Hipposideros,dinops,Hipposideros dinops,0,0,0,1,Taxonomic,PHYLACINE 1.2,71.9,Reported,Flannery TM. Mammals of the South West Pacific & Moluccan Islands (1994),NA,NA,Occurs only on isolated islands,DD,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Hipposideros_doriae,Chiroptera,Hipposideridae,Hipposideros,doriae,Hipposideros doriae,0,0,0,1,Taxonomic,PHYLACINE 1.2,5,Reported,Francis CM. A Guide to the Mammals of Southeast Asia (2008),NA,NA,Occurs on mainland,NT,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Hipposideros_durgadasi,Chiroptera,Hipposideridae,Hipposideros,durgadasi,Hipposideros durgadasi,0,0,0,1,Taxonomic,PHYLACINE 1.2,5.6,Reported,Mammalia 34: 622-627 (1970),NA,NA,Occurs on mainland,VU,No,0,0,100,Transformed 000 Species,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930."
Hipposideros_dyacorum,Chiroptera,Hipposideridae,Hipposideros,dyacorum,Hipposideros dyacorum,0,0,0,1,Taxonomic,PHYLACINE 1.2,6.1,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Hipposideros_edwardshilli,Chiroptera,Hipposideridae,Hipposideros,edwardshilli,Hipposideros edwardshilli,0,0,0,1,Taxonomic,PHYLACINE 1.2,11.3,Reported,Flannery TM. Mammals of New Guinea (1995),NA,NA,Occurs on large land bridge islands,DD,No,0,0,100,Transformed 000 Species,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930."
Hipposideros_fuliginosus,Chiroptera,Hipposideridae,Hipposideros,fuliginosus,Hipposideros fuliginosus,0,0,0,1,Taxonomic,PHYLACINE 1.2,16.6,Assumed isometric based on forearm length,Bulletin of the British Museum. Zoology 11:1-129 (1963),Hipposideros_coxi,Bulletin of the British Museum. Zoology 11:1-129 (1963),Occurs on mainland,LC,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Hipposideros_fulvus,Chiroptera,Hipposideridae,Hipposideros,fulvus,Hipposideros fulvus,0,0,0,1,Taxonomic,PHYLACINE 1.2,8.5,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Hipposideros_galeritus,Chiroptera,Hipposideridae,Hipposideros,galeritus,Hipposideros galeritus,0,0,0,1,Taxonomic,PHYLACINE 1.2,8.2,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Hipposideros_gigas,Chiroptera,Hipposideridae,Hipposideros,gigas,Hipposideros gigas,0,0,0,1,Taxonomic,PHYLACINE 1.2,166.5,Assumed isometric based on forearm length,Bulletin of the British Museum. Zoology 11:1-129 (1963),Hipposideros_commersoni,Bulletin of the British Museum. Zoology 11:1-129 (1963),Occurs on mainland,LC,No,0,0,100,Transformed 000 Species,"Gainsbury, A. M., et al. 2018. An updated global data set for diet preferences in terrestrial mammals: testing the validity of extrapolation. Mammal Review, 1-8."
Hipposideros_grandis,Chiroptera,Hipposideridae,Hipposideros,grandis,Hipposideros grandis,0,0,0,1,Taxonomic,PHYLACINE 1.2,16.3,Assumed isometric based on forearm length,"Smith AT, Xie Y, Hoffmann RS, Lunde D, MacKinnon J, Wilson DE, Wozencraft WD. A Guide to the Mammals of China (2008)",Hipposideros_larvatus,"Smith AT, Xie Y, Hoffmann RS, Lunde D, MacKinnon J, Wilson DE, Wozencraft WD. A Guide to the Mammals of China (2008)",Occurs on mainland,LC,No,0,0,100,Transformed 000 Genus,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930."
Hipposideros_halophyllus,Chiroptera,Hipposideridae,Hipposideros,halophyllus,Hipposideros halophyllus,0,0,0,1,Taxonomic,PHYLACINE 1.2,4,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,VU,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Hipposideros_hypophyllus,Chiroptera,Hipposideridae,Hipposideros,hypophyllus,Hipposideros hypophyllus,0,0,0,1,Taxonomic,PHYLACINE 1.2,7.7,Imputed,PHYLACINE 1.2,NA,NA,Occurs on mainland,CR,No,0,0,100,Transformed 000 Genus,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930."
Hipposideros_inexpectatus,Chiroptera,Hipposideridae,Hipposideros,inexpectatus,Hipposideros inexpectatus,0,0,0,1,Taxonomic,PHYLACINE 1.2,70.4,Assumed isometric based on forearm length,Bulletin of the British Museum. Zoology 11:1-129 (1963),Hipposideros_diadema,Bulletin of the British Museum. Zoology 11:1-129 (1963),Occurs only on isolated islands,DD,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Hipposideros_inornatus,Chiroptera,Hipposideridae,Hipposideros,inornatus,Hipposideros inornatus,0,0,0,1,Taxonomic,PHYLACINE 1.2,28.5,Reported,"Van Dyck S, Straham R. The Mammals of Australia Third edition (2008)",NA,NA,Occurs on mainland,VU,No,0,0,100,Transformed 000 Species,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930."
Hipposideros_jonesi,Chiroptera,Hipposideridae,Hipposideros,jonesi,Hipposideros jonesi,0,0,0,1,Taxonomic,PHYLACINE 1.2,5.5,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,NT,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Hipposideros_khaokhouayensis,Chiroptera,Hipposideridae,Hipposideros,khaokhouayensis,Hipposideros khaokhouayensis,0,0,0,1,Taxonomic,PHYLACINE 1.2,8.7,Reported,Francis CM. A Guide to the Mammals of Southeast Asia (2008),NA,NA,Occurs on mainland,VU,No,0,0,100,Transformed 000 Genus,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930."
Hipposideros_lamottei,Chiroptera,Hipposideridae,Hipposideros,lamottei,Hipposideros lamottei,0,0,0,1,Taxonomic,PHYLACINE 1.2,13.1,Assumed isometric based on forearm length,Bulletin of the British Museum. Zoology 11:1-129 (1963),Hipposideros_ruber,Bulletin of the British Museum. Zoology 11:1-129 (1963),Occurs on mainland,CR,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Hipposideros_lankadiva,Chiroptera,Hipposideridae,Hipposideros,lankadiva,Hipposideros lankadiva,0,0,0,1,Taxonomic,PHYLACINE 1.2,52.4,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Hipposideros_larvatus,Chiroptera,Hipposideridae,Hipposideros,larvatus,Hipposideros larvatus,0,0,0,1,Taxonomic,PHYLACINE 1.2,19.9,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Hipposideros_lekaguli,Chiroptera,Hipposideridae,Hipposideros,lekaguli,Hipposideros lekaguli,0,0,0,1,Taxonomic,PHYLACINE 1.2,31.1,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,NT,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Hipposideros_lylei,Chiroptera,Hipposideridae,Hipposideros,lylei,Hipposideros lylei,0,0,0,1,Taxonomic,PHYLACINE 1.2,40,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Hipposideros_macrobullatus,Chiroptera,Hipposideridae,Hipposideros,macrobullatus,Hipposideros macrobullatus,0,0,0,1,Taxonomic,PHYLACINE 1.2,5.8,Assumed isometric based on forearm length,Bulletin of the British Museum. Zoology 11:1-129 (1963),Hipposideros_bicolor,Mammalia 48: 545-555 (1984),Occurs on small land bridge islands,DD,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Hipposideros_madurae,Chiroptera,Hipposideridae,Hipposideros,madurae,Hipposideros madurae,0,0,0,1,Taxonomic,PHYLACINE 1.2,13.9,Assumed isometric based on skull size,Records of the Western Australian Museum 16: 119-173 (1995),Hipposideros_sumbae,Records of the Western Australian Museum 16: 119-173 (1995),Occurs on large land bridge islands,LC,No,0,0,100,Transformed 000 Genus,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930."
Hipposideros_maggietaylorae,Chiroptera,Hipposideridae,Hipposideros,maggietaylorae,Hipposideros maggietaylorae,0,0,0,1,Taxonomic,PHYLACINE 1.2,18.5,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on large land bridge islands,LC,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Hipposideros_marisae,Chiroptera,Hipposideridae,Hipposideros,marisae,Hipposideros marisae,0,0,0,1,Taxonomic,PHYLACINE 1.2,6.1,Assumed isometric based on forearm length,Bulletin of the British Museum. Zoology 11:1-129 (1963),Hipposideros_dyacorum,Bulletin of the British Museum. Zoology 11:1-129 (1963),Occurs on mainland,VU,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Hipposideros_megalotis,Chiroptera,Hipposideridae,Hipposideros,megalotis,Hipposideros megalotis,0,0,0,1,Taxonomic,PHYLACINE 1.2,5.6,Assumed isometric based on forearm length,Bulletin of the British Museum. Zoology 11:1-129 (1963),Hipposideros_ater,Bulletin of the British Museum. Zoology 11:1-129 (1963),Occurs on mainland,LC,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Hipposideros_muscinus,Chiroptera,Hipposideridae,Hipposideros,muscinus,Hipposideros muscinus,0,0,0,1,Taxonomic,PHYLACINE 1.2,8.6,Assumed isometric based on forearm length,Flannery TM. Mammals of New Guinea (1995),Hipposideros_semoni,Flannery TM. Mammals of New Guinea (1995),Occurs on large land bridge islands,DD,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Hipposideros_nequam,Chiroptera,Hipposideridae,Hipposideros,nequam,Hipposideros nequam,0,0,0,1,Taxonomic,PHYLACINE 1.2,7.6,Assumed isometric based on forearm length,Bulletin of the British Museum. Zoology 11:1-129 (1963),Hipposideros_bicolor,Bulletin of the British Museum. Zoology 11:1-129 (1963),Occurs on mainland,DD,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Hipposideros_obscurus,Chiroptera,Hipposideridae,Hipposideros,obscurus,Hipposideros obscurus,0,0,0,1,Taxonomic,PHYLACINE 1.2,9.5,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs only on isolated islands,LC,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Hipposideros_orbiculus,Chiroptera,Hipposideridae,Hipposideros,orbiculus,Hipposideros orbiculus,0,0,0,1,Taxonomic,PHYLACINE 1.2,9.8,Reported,Francis CM. A Guide to the Mammals of Southeast Asia (2008),NA,NA,Occurs on mainland,VU,No,0,0,100,Transformed 000 Genus,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930."
Hipposideros_papua,Chiroptera,Hipposideridae,Hipposideros,papua,Hipposideros papua,0,0,0,1,Taxonomic,PHYLACINE 1.2,10.1,Reported,Flannery TM. Mammals of the South West Pacific & Moluccan Islands (1994),NA,NA,Occurs only on isolated islands,LC,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Hipposideros_pelingensis,Chiroptera,Hipposideridae,Hipposideros,pelingensis,Hipposideros pelingensis,0,0,0,1,Taxonomic,PHYLACINE 1.2,56.2,As relative of suggested similar size,Based on original description in Journal of Mammalogy 21: 352-354 (1940) no difference in skull size,Hipposideros_dinops,NA,Occurs only on isolated islands,NT,No,0,0,100,Transformed 000 Genus,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930."
Hipposideros_pomona,Chiroptera,Hipposideridae,Hipposideros,pomona,Hipposideros pomona,0,0,0,1,Taxonomic,PHYLACINE 1.2,6.2,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Hipposideros_pratti,Chiroptera,Hipposideridae,Hipposideros,pratti,Hipposideros pratti,0,0,0,1,Taxonomic,PHYLACINE 1.2,56,Assumed isometric based on forearm length,Bulletin of the British Museum. Zoology 11:1-129 (1963),Hipposideros_lylei,Bulletin of the British Museum. Zoology 11:1-129 (1963),Occurs on mainland,LC,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Hipposideros_pygmaeus,Chiroptera,Hipposideridae,Hipposideros,pygmaeus,Hipposideros pygmaeus,0,0,0,1,Taxonomic,PHYLACINE 1.2,3.5,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs only on isolated islands,LC,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Hipposideros_ridleyi,Chiroptera,Hipposideridae,Hipposideros,ridleyi,Hipposideros ridleyi,0,0,0,1,Taxonomic,PHYLACINE 1.2,8.8,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,VU,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Hipposideros_rotalis,Chiroptera,Hipposideridae,Hipposideros,rotalis,Hipposideros rotalis,0,0,0,1,Taxonomic,PHYLACINE 1.2,9.3,Reported,Francis CM. A Guide to the Mammals of Southeast Asia (2008),NA,NA,Occurs on mainland,LC,No,0,0,100,Transformed 000 Genus,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930."
Hipposideros_ruber,Chiroptera,Hipposideridae,Hipposideros,ruber,Hipposideros ruber,0,0,0,1,Taxonomic,PHYLACINE 1.2,10.1,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Hipposideros_scutinares,Chiroptera,Hipposideridae,Hipposideros,scutinares,Hipposideros scutinares,0,0,0,1,Taxonomic,PHYLACINE 1.2,40,Reported,Francis CM. A Guide to the Mammals of Southeast Asia (2008),NA,NA,Occurs on mainland,VU,No,0,0,100,Transformed 000 Genus,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930."
Hipposideros_semoni,Chiroptera,Hipposideridae,Hipposideros,semoni,Hipposideros semoni,0,0,0,1,Taxonomic,PHYLACINE 1.2,7.5,Reported,Flannery TM. Mammals of New Guinea (1995),NA,NA,Occurs on mainland,DD,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
