Code,Class,Order,Suborder,Family,Subfamily,Genus,Species,SpeciesEpithet,HR_mean,Dispersal_Dist_mean,HeadBody_Length_mean,Tail_Length_mean,Forearm_Length_mean,Hindfoot_Length_mean,Length_tot_mean,Wing_Length_mean,Wing_Area_mean,Wingspan_mean,W_aspect_ratio_mean,W_loading_mean,BodyMass_mean,SexMaturity_Age_mean,HR_min,HeadBody_Length_min,Tail_Length_min,Forearm_Length_min,Hindfoot_Length_min,Length_tot_min,Wing_Length_min,Wing_Area_min,Wingspan_min,W_aspect_ratio_min,W_loading_min,BodyMass_min,SexMaturity_Age_min,HR_max,Dispersal_Dist_max,HeadBody_Length_max,Tail_Length_max,Forearm_Length_max,Hindfoot_Length_max,Length_tot_max,Wing_Length_max,Wing_Area_max,Wingspan_max,W_aspect_ratio_max,W_loading_max,BodyMass_max,SexMaturity_Age_max,sex
YIN060001021,Mammalia,Chiroptera,Yinpterochiroptera,Rhinolophidae,NA,Rhinolophus,mossambicus,Rhinolophus mossambicus,NA,NA,NA,NA,62.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown
YIN060001022,Mammalia,Chiroptera,Yinpterochiroptera,Rhinolophidae,NA,Rhinolophus,fumigatus,Rhinolophus fumigatus,NA,NA,57,29.5,53.5,12,87.7,NA,NA,327,NA,NA,17.5,NA,NA,40,20,47,9,60,NA,NA,313,NA,NA,11,NA,NA,NA,74,39,60,15,113,NA,NA,342,NA,NA,24,NA,unknown
YIN060001023,Mammalia,Chiroptera,Yinpterochiroptera,Rhinolophidae,NA,Rhinolophus,eloquens,Rhinolophus eloquens,NA,NA,70,32.5,58,13,101,NA,NA,373,NA,NA,26.5,NA,NA,68,20,53,12,88,NA,NA,364,NA,NA,13,NA,NA,NA,72,45,63,14,117,NA,NA,384,NA,NA,40,NA,unknown
YIN060001024,Mammalia,Chiroptera,Yinpterochiroptera,Rhinolophidae,NA,Rhinolophus,darlingi,Rhinolophus darlingi,NA,NA,56,28.5,46.3,9.5,92.6,NA,NA,288,NA,NA,9.5,NA,NA,50,20,41.6,8,70,NA,NA,229,NA,NA,6,NA,NA,NA,62,37,51,11,99,NA,NA,320,NA,NA,13,NA,unknown
YIN060001025,Mammalia,Chiroptera,Yinpterochiroptera,Rhinolophidae,NA,Rhinolophus,damarensis,Rhinolophus damarensis,NA,NA,62.8,28.2,48.45,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,61.6,21.4,44,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,64,35,52.9,NA,NA,NA,NA,NA,NA,NA,14,NA,unknown
YIN060001026,Mammalia,Chiroptera,Yinpterochiroptera,Rhinolophidae,NA,Rhinolophus,deckenii,Rhinolophus deckenii,NA,NA,59,29,52,12,88.3,NA,NA,344,NA,NA,NA,NA,NA,51,25,48,11,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,33,56,13,100,NA,NA,NA,NA,NA,NA,NA,unknown
YIN060001027,Mammalia,Chiroptera,Yinpterochiroptera,Rhinolophidae,NA,Rhinolophus,silvestris,Rhinolophus silvestris,NA,NA,NA,30,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown
YIN060001028,Mammalia,Chiroptera,Yinpterochiroptera,Rhinolophidae,NA,Rhinolophus,hillorum,Rhinolophus hillorum,NA,NA,67.5,35.5,54.5,13,101.5,NA,NA,NA,NA,NA,20.75,NA,NA,64,30,52,12,94,NA,NA,NA,NA,NA,16.5,NA,NA,NA,71,41,57,14,112,NA,NA,NA,NA,NA,25,NA,unknown
YIN060001029,Mammalia,Chiroptera,Yinpterochiroptera,Rhinolophidae,NA,Rhinolophus,sakejiensis,Rhinolophus sakejiensis,NA,NA,57.5,30,54,14.5,87.6,NA,NA,NA,NA,NA,21.5,NA,NA,57,29,53,14,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,58,31,55,15,NA,NA,NA,NA,NA,NA,24,NA,unknown
YIN060001030,Mammalia,Chiroptera,Yinpterochiroptera,Rhinolophidae,NA,Rhinolophus,ferrumequinum,Rhinolophus ferrumequinum,NA,NA,62.5,37.5,56,12,97.9,NA,NA,375,NA,NA,28.5,NA,NA,54,31,51,10,90,NA,NA,350,NA,NA,13,NA,NA,NA,71,44,61,14,113,NA,NA,400,NA,NA,44,NA,unknown
YIN060001031,Mammalia,Chiroptera,Yinpterochiroptera,Rhinolophidae,NA,Rhinolophus,clivosus,Rhinolophus clivosus,NA,NA,48,31,50.5,12,92.3,NA,NA,348,NA,NA,17.5,NA,NA,46,22,42,11,68,NA,NA,341,NA,NA,10,NA,NA,NA,50,40,59,13,112,NA,NA,355,NA,NA,25,NA,unknown
YIN060001032,Mammalia,Chiroptera,Yinpterochiroptera,Rhinolophidae,NA,Rhinolophus,horaceki,Rhinolophus horaceki,NA,NA,60,34,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown
YIN060001033,Mammalia,Chiroptera,Yinpterochiroptera,Rhinolophidae,NA,Rhinolophus,maclaudi,Rhinolophus maclaudi,NA,NA,83.5,40.5,66.5,15,117.7,NA,NA,NA,NA,NA,31.5,NA,NA,73,38,64,NA,111,NA,NA,NA,NA,NA,30,NA,NA,NA,94,43,69,NA,137,NA,NA,NA,NA,NA,33,NA,unknown
YIN060001034,Mammalia,Chiroptera,Yinpterochiroptera,Rhinolophidae,NA,Rhinolophus,ziama,Rhinolophus ziama,NA,NA,75,36,60,14,111,NA,NA,NA,NA,NA,20.5,NA,NA,74,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown
YIN060001035,Mammalia,Chiroptera,Yinpterochiroptera,Rhinolophidae,NA,Rhinolophus,hilli,Rhinolophus hilli,NA,NA,62.7,29.3,54.25,12.2,92,NA,NA,NA,NA,NA,16.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown
YIN060001036,Mammalia,Chiroptera,Yinpterochiroptera,Rhinolophidae,NA,Rhinolophus,kahuzi,Rhinolophus kahuzi,NA,NA,57,24.1,54.5,12.3,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown
YIN060001037,Mammalia,Chiroptera,Yinpterochiroptera,Rhinolophidae,NA,Rhinolophus,willardi,Rhinolophus willardi,NA,NA,67,24,50.6,12.25,NA,NA,NA,NA,NA,NA,15,NA,NA,61,22,49.7,12,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,73,26,51.5,12.5,NA,NA,NA,NA,NA,NA,16,NA,unknown
YIN060001038,Mammalia,Chiroptera,Yinpterochiroptera,Rhinolophidae,NA,Rhinolophus,ruwenzorii,Rhinolophus ruwenzorii,NA,NA,62,30,58.35,13.1,93.6,NA,NA,NA,NA,NA,17.75,NA,NA,52,25,55,11.7,83,NA,NA,NA,NA,NA,16,NA,NA,NA,72,35,61.7,14.5,104,NA,NA,NA,NA,NA,19.5,NA,unknown
YIN060001039,Mammalia,Chiroptera,Yinpterochiroptera,Rhinolophidae,NA,Rhinolophus,hipposideros,Rhinolophus hipposideros,NA,NA,41.75,26.5,38.75,7.85,63,NA,NA,223,NA,NA,6.85,365,NA,35.5,21,35,6.7,60,NA,NA,192,NA,NA,4.7,NA,NA,NA,48,32,42.5,9,68,NA,NA,254,NA,NA,9,NA,unknown
YAN010101001,Mammalia,Chiroptera,Yangochiroptera,Emballonuridae,Taphozoninae,Taphozous,nudiventris,Taphozous nudiventris,NA,NA,94,34,75,23.5,NA,NA,NA,NA,NA,NA,32.5,NA,NA,83,22,70,23,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,105,46,80,24,NA,NA,NA,NA,NA,NA,35,NA,unknown
YAN010101002,Mammalia,Chiroptera,Yangochiroptera,Emballonuridae,Taphozoninae,Taphozous,perforatus,Taphozous perforatus,NA,NA,78,26,60.5,14,101.6,NA,NA,NA,NA,NA,28,NA,NA,71,22,54,13,90,NA,NA,NA,NA,NA,23,NA,NA,NA,85,30,67,15,112,NA,NA,NA,NA,NA,33,NA,unknown
YAN010101003,Mammalia,Chiroptera,Yangochiroptera,Emballonuridae,Taphozoninae,Taphozous,mauritianus,Taphozous mauritianus,NA,NA,82,21.5,61.5,14.5,105,NA,NA,420.8,8.2,NA,28,NA,NA,76,15,58,11,91,NA,NA,409,NA,NA,20,NA,NA,NA,88,28,65,18,116,NA,NA,443,NA,NA,36,NA,unknown
YAN010101004,Mammalia,Chiroptera,Yangochiroptera,Emballonuridae,Taphozoninae,Taphozous,hamiltoni,Taphozous hamiltoni,NA,NA,82,27.5,66,15.5,104.2,NA,NA,379,NA,NA,20.7,NA,NA,80,20,61,15,100,NA,NA,369,NA,NA,19.4,NA,NA,NA,84,35,71,16,119,NA,NA,405,NA,NA,22,NA,unknown
YAN010101005,Mammalia,Chiroptera,Yangochiroptera,Emballonuridae,Taphozoninae,Taphozous,hildegardeae,Taphozous hildegardeae,NA,NA,80.5,27,64.5,14.5,105.9,NA,NA,NA,NA,NA,30,NA,NA,79,25,63,11,101,NA,NA,NA,NA,NA,24,NA,NA,NA,82,29,66,18,113,NA,NA,NA,NA,NA,36,NA,unknown
YAN010102001,Mammalia,Chiroptera,Yangochiroptera,Emballonuridae,Taphozoninae,Saccolaimus,peli,Saccolaimus peli,NA,NA,122.5,31.5,89.5,24,NA,NA,NA,685,NA,NA,NA,NA,NA,110,27,84,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135,36,95,27,NA,NA,NA,NA,NA,NA,NA,NA,unknown
YAN010201001,Mammalia,Chiroptera,Yangochiroptera,Emballonuridae,Emballonurinae,Paremballonura,tiavato,Paremballonura tiavato,NA,NA,43,16.5,38,5.5,NA,NA,NA,NA,NA,NA,3.25,NA,NA,40,15,35,5,NA,NA,NA,NA,NA,NA,2.7,NA,NA,NA,46,18,41,6,NA,NA,NA,NA,NA,NA,3.8,NA,unknown
YAN010201002,Mammalia,Chiroptera,Yangochiroptera,Emballonuridae,Emballonurinae,Paremballonura,atrata,Paremballonura atrata,NA,NA,47,19,39,6,NA,NA,NA,NA,NA,NA,6.05,NA,NA,45,18,37,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,49,20,41,NA,NA,NA,NA,NA,NA,NA,7.1,NA,unknown
YAN010202001,Mammalia,Chiroptera,Yangochiroptera,Emballonuridae,Emballonurinae,Coleura,afra,Coleura afra,NA,NA,60,10.5,50,9.5,77.4,NA,NA,220,NA,NA,11,NA,NA,55,10,45,8.5,70,NA,NA,NA,NA,NA,10,NA,NA,NA,65,11,55,10.5,92,NA,NA,NA,NA,NA,12,NA,unknown
YAN010202002,Mammalia,Chiroptera,Yangochiroptera,Emballonuridae,Emballonurinae,Coleura,seychellensis,Coleura seychellensis,NA,NA,60,NA,54.15,9.4,NA,NA,NA,NA,NA,NA,10.65,NA,NA,55,NA,51.9,8.5,NA,NA,NA,NA,NA,NA,10.2,NA,NA,NA,65,NA,56.4,10.3,NA,NA,NA,NA,NA,NA,11.1,NA,unknown
YAN010202003,Mammalia,Chiroptera,Yangochiroptera,Emballonuridae,Emballonurinae,Coleura,kibomalandy,Coleura kibomalandy,NA,NA,63.5,14.5,50,7.5,NA,NA,NA,NA,NA,NA,10.45,NA,NA,63,11,48,6,NA,NA,NA,NA,NA,NA,8.4,NA,NA,NA,64,18,52,9,NA,NA,NA,NA,NA,NA,12.5,NA,unknown
YAN020001001,Mammalia,Chiroptera,Yangochiroptera,Nycteridae,NA,Nycteris,arge,Nycteris arge,NA,NA,57.5,51.5,42.5,10,107.3,NA,NA,274,NA,NA,8.5,NA,NA,50,42,39,9,96,NA,NA,255,NA,NA,6,NA,NA,NA,65,61,46,11,125,NA,NA,302,NA,NA,11,NA,unknown
YAN020001002,Mammalia,Chiroptera,Yangochiroptera,Nycteridae,NA,Nycteris,intermedia,Nycteris intermedia,NA,NA,45,47,37,8.5,95.8,NA,NA,244,NA,NA,7.5,NA,NA,40,41,36,7,84,NA,NA,235,NA,NA,6,NA,NA,NA,50,53,38,10,105,NA,NA,254,NA,NA,9,NA,unknown
YAN020001003,Mammalia,Chiroptera,Yangochiroptera,Nycteridae,NA,Nycteris,nana,Nycteris nana,NA,NA,41.5,43,34.5,8.5,87.4,NA,NA,217,NA,NA,5.5,NA,NA,38,37,32,7,80,NA,NA,215,NA,NA,4,NA,NA,NA,45,49,37,10,93,NA,NA,220,NA,NA,7,NA,unknown
YAN020001004,Mammalia,Chiroptera,Yangochiroptera,Nycteridae,NA,Nycteris,major,Nycteris major,NA,NA,62,59.5,47,11,122.9,NA,NA,312.5,NA,NA,12,NA,NA,51,55,45,10,106,NA,NA,NA,NA,NA,8,NA,NA,NA,73,64,49,12,137,NA,NA,NA,NA,NA,16,NA,unknown
YAN020001005,Mammalia,Chiroptera,Yangochiroptera,Nycteridae,NA,Nycteris,aurita,Nycteris aurita,NA,NA,45,50.5,41,10.5,97.1,NA,NA,NA,NA,NA,9,NA,NA,40,45,37,10,86,NA,NA,NA,NA,NA,6,NA,NA,NA,50,56,45,11,106,NA,NA,NA,NA,NA,12,NA,unknown
YAN020001006,Mammalia,Chiroptera,Yangochiroptera,Nycteridae,NA,Nycteris,grandis,Nycteris grandis,NA,NA,80,72,58.5,15.5,145.8,NA,NA,425,NA,NA,32,NA,NA,70,60,52,14,132,NA,NA,417,NA,NA,21,NA,NA,NA,90,84,65,17,169,NA,NA,436,NA,NA,43,NA,unknown
YAN020001007,Mammalia,Chiroptera,Yangochiroptera,Nycteridae,NA,Nycteris,hispida,Nycteris hispida,NA,NA,45,48.5,39,9.5,96.4,NA,NA,271.3,NA,NA,9,NA,NA,40,41,34,9,89,NA,NA,265,NA,NA,6,NA,NA,NA,50,56,44,10,106,NA,NA,280,NA,NA,12,NA,unknown
YAN020001008,Mammalia,Chiroptera,Yangochiroptera,Nycteridae,NA,Nycteris,macrotis,Nycteris macrotis,NA,NA,65,55,47.5,12,116,NA,NA,341.8,NA,NA,16.5,NA,NA,60,45,40,10,104,NA,NA,331,NA,NA,15,NA,NA,NA,70,65,55,14,132,NA,NA,350,NA,NA,18,NA,unknown
YAN020001009,Mammalia,Chiroptera,Yangochiroptera,Nycteridae,NA,Nycteris,madagascariensis,Nycteris madagascariensis,NA,NA,45,54,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown
YAN020001010,Mammalia,Chiroptera,Yangochiroptera,Nycteridae,NA,Nycteris,parisii,Nycteris parisii,NA,NA,46.5,47,39.5,9,93.5,NA,NA,NA,NA,NA,7,NA,NA,46,44,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,50,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown
YAN020001011,Mammalia,Chiroptera,Yangochiroptera,Nycteridae,NA,Nycteris,woodi,Nycteris woodi,NA,NA,44,42.5,38.5,9,93.2,NA,NA,278,NA,NA,8,NA,NA,40,40,35,8,86,NA,NA,272,NA,NA,7,NA,NA,NA,48,45,42,10,103,NA,NA,283,NA,NA,9,NA,unknown
YAN020001012,Mammalia,Chiroptera,Yangochiroptera,Nycteridae,NA,Nycteris,gambiensis,Nycteris gambiensis,NA,NA,47.5,50,39.5,12,98.9,NA,NA,NA,NA,NA,8,NA,NA,45,45,35,11,92,NA,NA,NA,NA,NA,7,NA,NA,NA,50,55,44,13,103,NA,NA,NA,NA,NA,9,NA,unknown
YAN020001013,Mammalia,Chiroptera,Yangochiroptera,Nycteridae,NA,Nycteris,thebaica,Nycteris thebaica,0.1,NA,48,51.5,43,11,103,NA,NA,287.9,NA,NA,11,NA,NA,40,40,34,8,82,NA,NA,276,NA,NA,6,NA,NA,NA,56,63,52,14,130,NA,NA,302,NA,NA,16,NA,unknown
YAN030001001,Mammalia,Chiroptera,Yangochiroptera,Myzopodidae,NA,Myzopoda,schliemanni,Myzopoda schliemanni,NA,NA,NA,45.5,47,5.5,99.5,NA,NA,NA,NA,NA,9.05,NA,NA,NA,44,45,5,92,NA,NA,NA,NA,NA,7.8,NA,NA,NA,NA,47,49,6,107,NA,NA,NA,NA,NA,10.3,NA,unknown
YAN030001002,Mammalia,Chiroptera,Yangochiroptera,Myzopodidae,NA,Myzopoda,aurita,Myzopoda aurita,NA,NA,NA,47,47.5,5.5,112.5,NA,NA,NA,NA,NA,9.25,NA,NA,NA,44,46,5,111,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,50,49,6,114,NA,NA,NA,NA,NA,9.5,NA,unknown
YAN040101001,Mammalia,Chiroptera,Yangochiroptera,Molossidae,Molossinae,Mormopterus,jugularis,Mormopterus jugularis,NA,NA,65,29,34.5,5.5,NA,NA,NA,NA,NA,NA,12.75,NA,NA,60,20,30,5,NA,NA,NA,NA,NA,NA,8.5,NA,NA,NA,70,38,39,6,NA,NA,NA,NA,NA,NA,17,NA,unknown
YAN040101002,Mammalia,Chiroptera,Yangochiroptera,Molossidae,Molossinae,Mormopterus,francoismoutoui,Mormopterus francoismoutoui,NA,NA,51.5,41.5,40,5.75,93.4,NA,NA,NA,NA,NA,6.1,NA,NA,51,38,38,5,89,NA,NA,NA,NA,NA,5,NA,NA,NA,52,45,42,6.5,97,NA,NA,NA,NA,NA,7.2,NA,unknown
YAN040101003,Mammalia,Chiroptera,Yangochiroptera,Molossidae,Molossinae,Mormopterus,acetabulosus,Mormopterus acetabulosus,NA,NA,50.5,46.5,40.5,6.5,98.2,NA,NA,242.5,NA,NA,7.1,NA,NA,49,43,38,6,92,NA,NA,240,NA,NA,6,NA,NA,NA,52,50,43,7,102,NA,NA,245,NA,NA,8.2,NA,unknown
YAN040102001,Mammalia,Chiroptera,Yangochiroptera,Molossidae,Molossinae,Chaerephon,aloysiisabaudiae,Chaerephon aloysiisabaudiae,NA,NA,80,40,50.5,12,118.8,NA,NA,383,NA,NA,28,NA,NA,74,34,48,10,108,NA,NA,343,NA,NA,18,NA,NA,NA,86,46,53,14,132,NA,NA,401,NA,NA,38,NA,unknown
YAN040102002,Mammalia,Chiroptera,Yangochiroptera,Molossidae,Molossinae,Chaerephon,ansorgei,Chaerephon ansorgei,NA,NA,73.5,39,47,NA,106,NA,NA,342,NA,NA,19,NA,NA,66,36,43,NA,99,NA,NA,318,NA,NA,15,NA,NA,NA,81,42,51,NA,119,NA,NA,364,NA,NA,23,NA,unknown
YAN040102003,Mammalia,Chiroptera,Yangochiroptera,Molossidae,Molossinae,Chaerephon,bemmeleni,Chaerephon bemmeleni,NA,NA,65,37,44.5,11,103.1,NA,NA,330.3,NA,NA,12.5,NA,NA,60,34,41,9,94,NA,NA,320,NA,NA,11,NA,NA,NA,70,40,48,13,110,NA,NA,338,NA,NA,14,NA,unknown
YAN040102004,Mammalia,Chiroptera,Yangochiroptera,Molossidae,Molossinae,Chaerephon,bivittatus,Chaerephon bivittatus,NA,NA,77.5,40,48.5,11,114.7,NA,NA,363.2,NA,NA,23.5,NA,NA,74,32,46,9,106,NA,NA,316,NA,NA,15,NA,NA,NA,81,48,51,13,129,NA,NA,392,NA,NA,32,NA,unknown
YAN040102005,Mammalia,Chiroptera,Yangochiroptera,Molossidae,Molossinae,Chaerephon,chapini,Chaerephon chapini,NA,NA,55,35.5,37,7.5,86.4,NA,NA,258.6,NA,NA,8,NA,NA,50,27,34,6,77,NA,NA,247,NA,NA,5,NA,NA,NA,60,44,40,9,104,NA,NA,276,NA,NA,11,NA,unknown
YAN040102006,Mammalia,Chiroptera,Yangochiroptera,Molossidae,Molossinae,Chaerephon,gallagheri,Chaerephon gallagheri,NA,NA,49,28,37.5,8.4,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown
YAN040102007,Mammalia,Chiroptera,Yangochiroptera,Molossidae,Molossinae,Chaerephon,leucogaster,Chaerephon leucogaster,NA,NA,57.5,31.5,35,6,NA,NA,NA,NA,NA,NA,8,NA,NA,53,26,33,5,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,62,37,37,7,NA,NA,NA,NA,NA,NA,10,NA,unknown
YAN040102008,Mammalia,Chiroptera,Yangochiroptera,Molossidae,Molossinae,Chaerephon,major,Chaerephon major,NA,NA,64.5,34.5,42.5,9,100.1,NA,NA,323.3,NA,NA,19,NA,NA,58,27,39,7,85,NA,NA,311,NA,NA,10,NA,NA,NA,71,42,46,11,113,NA,NA,335,NA,NA,28,NA,unknown
YAN040102009,Mammalia,Chiroptera,Yangochiroptera,Molossidae,Molossinae,Chaerephon,nigeriae,Chaerephon nigeriae,NA,NA,73,41.5,46,11,111,NA,NA,NA,NA,NA,18,NA,NA,68,31,41,9,99,NA,NA,NA,NA,NA,10,NA,NA,NA,78,52,51,13,130,NA,NA,NA,NA,NA,26,NA,unknown
YAN040102010,Mammalia,Chiroptera,Yangochiroptera,Molossidae,Molossinae,Chaerephon,tomensis,Chaerephon tomensis,NA,NA,55,31.5,37,8.75,NA,NA,NA,NA,NA,NA,7.1,NA,NA,50,29,35.5,8.5,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,60,34,38.5,9,NA,NA,NA,NA,NA,NA,7.2,NA,unknown
YAN040102011,Mammalia,Chiroptera,Yangochiroptera,Molossidae,Molossinae,Chaerephon,pumilus,Chaerephon pumilus,NA,NA,54.5,32,37,7.5,86.7,NA,NA,278,8.6,11.8,11,NA,NA,42,24,32,5,70,NA,NA,270,NA,NA,6,NA,NA,NA,67,40,42,10,102,NA,NA,290,NA,NA,16,NA,unknown
YAN040102012,Mammalia,Chiroptera,Yangochiroptera,Molossidae,Molossinae,Chaerephon,russatus,Chaerephon russatus,NA,NA,68.5,33,44,10.5,100.6,NA,NA,NA,NA,NA,17.5,NA,NA,64,29,42,9,93,NA,NA,NA,NA,NA,16,NA,NA,NA,73,37,46,12,110,NA,NA,NA,NA,NA,19,NA,unknown
YAN040102013,Mammalia,Chiroptera,Yangochiroptera,Molossidae,Molossinae,Chaerephon,pusillus,Chaerephon pusillus,NA,NA,54.5,31.5,37.5,5,NA,NA,NA,NA,NA,NA,8.5,NA,NA,52,27,36,4,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,57,36,39,6,NA,NA,NA,NA,NA,NA,12,NA,unknown
YAN040102014,Mammalia,Chiroptera,Yangochiroptera,Molossidae,Molossinae,Chaerephon,atsinanana,Chaerephon atsinanana,NA,NA,64,33,39.5,6,NA,NA,NA,NA,NA,NA,13,NA,NA,61,27,37,5,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,67,39,42,7,NA,NA,NA,NA,NA,NA,17,NA,unknown
YAN040102015,Mammalia,Chiroptera,Yangochiroptera,Molossidae,Molossinae,Chaerephon,jobimena,Chaerephon jobimena,NA,NA,77,41.5,46.5,8,NA,NA,NA,NA,NA,NA,14,NA,NA,75,32,45,7,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,79,51,48,9,NA,NA,NA,NA,NA,NA,16,NA,unknown
YAN040103001,Mammalia,Chiroptera,Yangochiroptera,Molossidae,Molossinae,Mops,bakarii,Mops bakarii,NA,NA,67.5,28.5,36,9.5,NA,NA,NA,NA,NA,NA,15.75,NA,NA,63,24,34,8,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,72,33,38,11,NA,NA,NA,NA,NA,NA,18.5,NA,unknown
YAN040103002,Mammalia,Chiroptera,Yangochiroptera,Molossidae,Molossinae,Mops,brachypterus,Mops brachypterus,NA,NA,58.5,30,37.5,11,88.1,NA,NA,250,NA,NA,15,NA,NA,52,25,34,NA,78,NA,NA,NA,NA,NA,12,NA,NA,NA,65,35,41,NA,100,NA,NA,NA,NA,NA,18,NA,unknown
YAN040103003,Mammalia,Chiroptera,Yangochiroptera,Molossidae,Molossinae,Mops,condylurus,Mops condylurus,NA,NA,69.5,42,48,15,110.7,NA,NA,361,9.1,18,27.5,NA,NA,64,32,45,11,96,NA,NA,348,NA,NA,16,NA,NA,NA,75,52,51,19,127,NA,NA,368,NA,NA,39,NA,unknown
YAN040103004,Mammalia,Chiroptera,Yangochiroptera,Molossidae,Molossinae,Mops,congicus,Mops congicus,NA,NA,92.5,48.5,56,15,140.5,NA,NA,436.4,NA,NA,53,NA,NA,91,39,54,13,130,NA,NA,425,NA,NA,42,NA,NA,NA,94,58,58,17,152,NA,NA,450,NA,NA,64,NA,unknown
YAN040103005,Mammalia,Chiroptera,Yangochiroptera,Molossidae,Molossinae,Mops,demonstrator,Mops demonstrator,NA,NA,79,32,43.5,9.5,108.8,NA,NA,334,NA,NA,22,NA,NA,76,27,41,8,103,NA,NA,326,NA,NA,20,NA,NA,NA,82,37,46,11,119,NA,NA,344,NA,NA,24,NA,unknown
YAN040103006,Mammalia,Chiroptera,Yangochiroptera,Molossidae,Molossinae,Mops,midas,Mops midas,NA,NA,91.5,46.5,63,13,141.4,NA,NA,NA,8.9,11.4,53.5,NA,NA,89,37,59,11,126,NA,NA,NA,NA,NA,38,NA,NA,NA,94,56,67,15,150,NA,NA,NA,NA,NA,69,NA,unknown
YAN040103007,Mammalia,Chiroptera,Yangochiroptera,Molossidae,Molossinae,Mops,nanulus,Mops nanulus,NA,NA,57.5,24,29,8,81.6,NA,NA,230,NA,NA,8.5,NA,NA,56,19,27,6,75,NA,NA,220,NA,NA,6,NA,NA,NA,59,29,31,10,88,NA,NA,241,NA,NA,11,NA,unknown
YAN040103008,Mammalia,Chiroptera,Yangochiroptera,Molossidae,Molossinae,Mops,niangarae,Mops niangarae,NA,NA,91,34,52,NA,125,NA,NA,426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown
YAN040103009,Mammalia,Chiroptera,Yangochiroptera,Molossidae,Molossinae,Mops,niveiventer,Mops niveiventer,NA,NA,75.5,34.5,46,10,110,NA,NA,NA,NA,NA,25,NA,NA,72,32,44,9,104,NA,NA,NA,NA,NA,20,NA,NA,NA,79,37,48,11,116,NA,NA,NA,NA,NA,30,NA,unknown
YAN040103010,Mammalia,Chiroptera,Yangochiroptera,Molossidae,Molossinae,Mops,petersoni,Mops petersoni,NA,NA,66,27,33.5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown
YAN040103011,Mammalia,Chiroptera,Yangochiroptera,Molossidae,Molossinae,Mops,spurrelli,Mops spurrelli,NA,NA,62,22.5,28.5,8.5,83.8,NA,NA,NA,NA,NA,11,NA,NA,58,20,27,7,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,25,30,10,91,NA,NA,NA,NA,NA,NA,NA,unknown
