familyName,genusName,scientificName.iucn.sub,forearm_mm,forearm_sd,forearm_n,mass_g,mass_sd,mass_n,wingspan_cm,wingspan_sd,wingspan_n,wingSurfaceArea_cm2,wingSurfaceArea_sd,wingSurfaceArea_n,liftingSurfaceArea_cm2,liftingSurfaceArea_sd,liftingSurfaceArea_n,totalAspectRatio,totalWingLoading_Nm2,totalRelativeLoading,totalAspectRatio_sd,totalWingLoading_sd,totalRelativeLoading_sd,totalAspectRatio_n,totalWingLoading_n,partialAspectRatio,partialWingLoading_Nm2,partialRelativeLoading,partialAspectRatio_sd,partialWingLoading_sd,partialRelativeLoading_sd,partialAspectRatio_n,partialWingLoading_n,partialRelativeLoading_n,totalRelativeLoading_ext,partialRelativeLoading_ext,totalWingLoading_Nm2_ext,partialWingLoading_Nm2_ext,totalAspectRatio_ext,partialAspectRatio_ext,lifestage,references
VESPERTILIONIDAE,Scotorepens,Scotorepens greyii,NA,NA,0,7.61,1.11,48,24.3,2.2,43,NA,NA,0,100,20,43,6.16,7.85,0,0.49,1.17,NA,43,43,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,7.85,NA,6.16,NA,adult,"27, 239, 258"
VESPERTILIONIDAE,Scotorepens,Scotorepens orion,NA,NA,0,11.38,0.88,5,25.7,1.72,5,NA,NA,0,108.6,9.21,5,6.22,10.56,0,0.72,1.41,NA,5,5,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,10.56,NA,6.22,NA,adult,"4, 27"
VESPERTILIONIDAE,Scotozous,Scotozous dormeri,NA,NA,0,7.8,NA,1,25.6,NA,1,NA,NA,0,84,NA,1,6.9,9.1,0,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,9.1,NA,6.9,NA,adult,"4, 258"
VESPERTILIONIDAE,Tylonycteris,Tylonycteris pachypus,NA,NA,0,3.3,0.44,128,18.98,0.6,128,NA,NA,0,58.22,3.54,127,6.19,5.72,0,0.3,0.62,NA,127,127,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,5.72,NA,6.19,NA,adult,"4, 25, 80, 258"
VESPERTILIONIDAE,Tylonycteris,Tylonycteris robustula,NA,NA,0,4.9,1.11,74,19.31,0.84,74,52.54,1.23,13,59.04,3.61,61,6.53,7.79,0,0.38,1.39,NA,61,61,7.2,12.2,0.01,0.14,0.29,NA,13,13,13,0,0.01,7.79,12.2,6.53,7.2,adult,"4, 26, 80, 258"
VESPERTILIONIDAE,Vespadelus,Vespadelus darlingtoni,NA,NA,0,6.9,NA,1,26.2,NA,1,NA,NA,0,106,NA,1,6.5,6.4,0,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,6.4,NA,6.5,NA,adult,"4, 258"
VESPERTILIONIDAE,Vespadelus,Vespadelus finlaysoni,NA,NA,0,5.5,0.4,4,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,adult,239
VESPERTILIONIDAE,Vespadelus,Vespadelus pumilus,NA,NA,0,4.42,0.71,45,22.42,1.49,45,NA,NA,0,79.84,9.94,45,6.38,5.57,0,0.58,1.24,NA,45,45,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,5.57,NA,6.38,NA,adult,"4, 27, 258"
VESPERTILIONIDAE,Vespadelus,Vespadelus regulus,NA,NA,0,5.5,0.59,22,23.8,NA,1,NA,NA,0,83,NA,1,5.37,6.79,36.77,0.5,0.88,NA,22,22,NA,NA,NA,NA,NA,NA,0,0,0,36.77,NA,6.79,NA,5.37,NA,adult,"4, 100, 258"
VESPERTILIONIDAE,Vespadelus,Vespadelus vulturnus,NA,NA,0,4.15,0.57,8,18.68,2.2,8,NA,NA,0,61.12,9.79,8,5.48,6.37,0,0.96,0.49,NA,8,8,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,6.37,NA,5.48,NA,adult,"4, 27, 258"
VESPERTILIONIDAE,Vespertilio,Vespertilio murinus,NA,NA,0,12.8,1.84,2,28.8,1.41,2,NA,NA,0,116.5,7.78,2,7.15,10.6,0,0.21,0.57,0,2,2,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,10.6,NA,7.15,NA,adult,"4, 220, 258"
